date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
21/01/2022,SNI20220120-645,6667876,,14,ASR-0001,,Karton,38963.63636,0.00%,5,2,0,85720,2
21/01/2022,SNI20220120-645,6667876,,14,NJL-0031,,Karton,42448.18182,0.00%,5,1,0,46693,2
21/01/2022,10081,6654632,,10,ALM-0001,,Karton,27681.81818,0.00%,5,1,0,30450,2
26/01/2022,10079,6639910,,10,POP-0063,,Karton,201636.3636,0.00%,5,1,0,221800,2
26/01/2022,10080,6639903,,10,POP-0069,,Karton,8636.363636,0.00%,5,5,0,47500,2
31/01/2022,10084,6654863,,41,BRD-0004,,Karton,15512.72727,0.00%,5,15,0,255960,2
31/01/2022,10084,6654863,,41,BRD-0002,,Karton,15512.72727,0.00%,5,15,0,255960,2
3/2/2022,10093,6640366,,10,POP-0068,,Karton,200000,0.00%,5,2,0,440000,2
4/2/2022,10091,6640603,,10,POP-0061,,Karton,200000,0.00%,5,1,0,220000,2
4/2/2022,10096,6640551,,10,POP-0068,,Karton,200000,0.00%,5,2,0,440000,2
4/2/2022,10114,6656487,,41,BRD-0004,,Karton,15512.72727,0.00%,5,9,0,153576,2
4/2/2022,10114,6656487,,41,BRD-0002,,Karton,15512.72727,0.00%,5,9,0,153576,2
