date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
15/05/2022,10192,6631776,,10,POP-0051,,Karton,200630.6306,0.00%,6,1,0,222700.00,2
15/05/2022,10193,6631747,,10,POP-0052,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10193,6631747,,10,POP-0056,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10193,6631747,,10,NJL-0043,,Karton,16126.12613,0.00%,6,5,0,89500.00,2
15/05/2022,10193,6631747,,10,POP-0066,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10193,6631747,,10,POP-0051,,Karton,200630.6306,0.00%,6,1,0,222700.00,2
15/05/2022,10193,6631747,,10,POP-0078,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10195,6631845,,10,POP-0066,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10195,6631845,,10,POP-0051,,Karton,200630.6306,0.00%,6,1,0,222700.00,2
15/05/2022,10195,6631845,,10,POP-0076,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
18/05/2022,10194,6631963,,10,SUN-0003,,Karton,84684.68469,0.00%,6,2,0,188000.00,2
18/05/2022,10196,6632056,,10,SUN-0003,,Karton,84684.68469,0.00%,6,2,0,188000.00,2
