cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6532984,SNI20220509-4,9/5/2022,Print,SNI20220509-4,SNI-364,SNI-364,,,IDR,"Rp46.604.068,33",46604068.33,,4618425,,,46604068.33
6532985,SNI20220509-5,9/5/2022,Print,SNI20220509-5,SNI-927,SNI-927,,,IDR,"Rp17.334.288,84",17334288.84,,1717814,,,17334288.84
6532986,SNI20220509-6,9/5/2022,Print,SNI20220509-6,SNI-218,SNI-218,,,IDR,"Rp363.730,50",363730.5,,36043,,,363730.5
6533187,SNI20220509-7,9/5/2022,Print,SNI20220509-7,SNI-078,SNI-078,,,IDR,"Rp12.848.789,59",12848789.59,,1273309,,,12848789.59
6533188,SNI20220509-8,9/5/2022,Print,SNI20220509-8,SNI-078,SNI-078,,,IDR,"Rp1.196.781,96",1196781.96,,118599,,,1196781.96
6533189,SNI20220509-9,9/5/2022,Print,SNI20220509-9,7400,SNI-217,,,IDR,"Rp681.071,25",681071.25,,67494,,,681071.25
6533209,SNI20220510-100,10/5/2022,Print,SNI20220510-100,138612,SNI-945,,,IDR,"Rp195.157,18",195157.18,,19339,,,195157.18
6533210,SNI20220510-101,10/5/2022,Print,SNI20220510-101,SNI-255,SNI-255,,,IDR,"Rp275.523,73",275523.73,,27304,,,275523.73
6533211,SNI20220510-102,10/5/2022,Print,SNI20220510-102,SNI-258,SNI-258,,,IDR,"Rp582.739,03",582739.03,,57745,,,582739.03
6533212,SNI20220510-103,10/5/2022,Print,SNI20220510-103,KDR-500,SNI-075,,,IDR,"Rp20.688.720,63",20688720.63,,2050234,,,20688720.63
6533213,SNI20220510-104,10/5/2022,Print,SNI20220510-104,SNI-523,SNI-523,,,IDR,"Rp1.346.055,82",1346055.82,,133395,,,1346055.82
