cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592439,SNI20220409-169,9/4/2022,Print,SNI20220409-169,SNI-950,SNI-950,,,IDR,"Rp348.196,79",348196.79,,34505,,,348196.79
6592440,SNI20220409-170,9/4/2022,Print,SNI20220409-170,SNI-213,SNI-213,,,IDR,"Rp554.153,48",554153.48,,54917,,,554153.48
6592802,SNI20220409-171,9/4/2022,Print,SNI20220409-171,SNI-569,SNI-569,,,IDR,"Rp5.038.400,00",5038400,,499300,,,5038400
6592803,SNI20220409-172,9/4/2022,Print,SNI20220409-172,SNI-568,SNI-568,,,IDR,"Rp9.489.100,00",9489100,,940364,,,9489100
6592707,SNI20220411-173,11/4/2022,Print,SNI20220411-173,SNI-475,SNI-475,,,IDR,"Rp226.824,60",226824.6,,22475,,,226824.6
6592708,SNI20220411-174,11/4/2022,Print,SNI20220411-174,SNI-772,SNI-772,,,IDR,"Rp124.502,98",124502.98,,12334,,,124502.98
6592709,SNI20220411-175,11/4/2022,Print,SNI20220411-175,SNI-649,SNI-649,,,IDR,"Rp499.824,24",499824.24,,49526,,,499824.24
6592441,SNI20220411-176,11/4/2022,Print,SNI20220411-176,13130,SNI-508,,,IDR,"Rp388.021,25",388021.25,,38448,,,388021.25
6592710,SNI20220412-177,12/4/2022,Print,SNI20220412-177,SNI-112,SNI-112,,,IDR,"Rp136.094,76",136094.76,,13485,,,136094.76
6592711,SNI20220412-178,12/4/2022,Print,SNI20220412-178,SNI-433,SNI-433,,,IDR,"Rp59.349,82",59349.82,,5882,,,59349.82
6592712,SNI20220412-179,12/4/2022,Print,SNI20220412-179,114626,SNI-201,,,IDR,"Rp91.655,93",91655.93,,9083,,,91655.93
6592713,SNI20220412-180,12/4/2022,Print,SNI20220412-180,SNI-537,SNI-537,,,IDR,"Rp188.913,60",188913.6,,18717,,,188913.6
6592714,SNI20220412-181,12/4/2022,Print,SNI20220412-181,5472,SNI-536,,,IDR,"Rp181.461,72",181461.72,,17984,,,181461.72
6592715,SNI20220412-182,12/4/2022,Print,SNI20220412-182,SNI-540,SNI-540,,,IDR,"Rp360.223,98",360223.98,,35696,,,360223.98
6592442,SNI20220412-183,12/4/2022,Print,SNI20220412-183,SNI-123,SNI-123,,,IDR,"Rp1.108.302,99",1108302.99,,109832,,,1108302.99
6592443,SNI20220412-184,12/4/2022,Print,SNI20220412-184,9626,SNI-859,,,IDR,"Rp422.602,73",422602.73,,41877,,,422602.73
6592716,SNI20220412-185,12/4/2022,Print,SNI20220412-185,JBR-434,SNI-363,,,IDR,"Rp137.483,88",137483.88,,13623,,,137483.88
6592717,SNI20220412-186,12/4/2022,Print,SNI20220412-186,SNI-358,SNI-358,,,IDR,"Rp320.795,72",320795.72,,31787,,,320795.72
6592718,SNI20220412-187,12/4/2022,Print,SNI20220412-187,5746,SNI-229,,,IDR,"Rp440.800,44",440800.44,,43677,,,440800.44
6592444,SNI20220412-188,12/4/2022,Print,SNI20220412-188,SNI-494,SNI-494,,,IDR,"Rp226.501,82",226501.82,,22445,,,226501.82
6592445,SNI20220412-189,12/4/2022,Print,SNI20220412-189,SNI-257,SNI-257,,,IDR,"Rp90.739,18",90739.18,,8991,,,90739.18
6592446,SNI20220412-190,12/4/2022,Print,SNI20220412-190,SNI-687,SNI-687,,,IDR,"Rp36.171,34",36171.34,,3584,,,36171.34
