cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592181,SNI20220407-98,7/4/2022,Print,SNI20220407-98,6277,SNI-203,,,IDR,"Rp4.164.434,13",4164434.13,,412693,,,4164434.13
6592684,SNI20220407-99,7/4/2022,Print,SNI20220407-99,50646,SNI-939,,,IDR,"Rp891.762,42",891762.42,,88379,,,891762.42
6592200,SNI20220408-127,8/4/2022,Print,SNI20220408-127,GRK-020,SNI-497,,,IDR,"Rp565.014,74",565014.74,,55990,,,565014.74
6592694,SNI20220408-128,8/4/2022,Print,SNI20220408-128,10920,SNI-619,,,IDR,"Rp250.683,77",250683.77,,24842,,,250683.77
6592201,SNI20220408-129,8/4/2022,Print,SNI20220408-129,8929,SNI-346,,,IDR,"Rp161.173,80",161173.8,,15971,,,161173.8
6592202,SNI20220408-130,8/4/2022,Print,SNI20220408-130,SNI-325,SNI-325,,,IDR,"Rp251.912,00",251912,,24962,,,251912
6592203,SNI20220408-131,8/4/2022,Print,SNI20220408-131,SNI-745,SNI-745,,,IDR,"Rp226.848,47",226848.47,,22479,,,226848.47
6592204,SNI20220408-132,8/4/2022,Print,SNI20220408-132,166726,SNI-371,,,IDR,"Rp3.919.967,55",3919967.55,,388465,,,3919967.55
6592205,SNI20220408-133,8/4/2022,Print,SNI20220408-133,SNI-488,SNI-488,,,IDR,"Rp14.785.784,48",14785784.48,,1465259,,,14785784.48
6592695,SNI20220408-134,8/4/2022,Print,SNI20220408-134,15177,SNI-404,,,IDR,"Rp82.217,81",82217.81,,8147,,,82217.81
6592206,SNI20220408-135,8/4/2022,Print,SNI20220408-135,22559,SNI-417,,,IDR,"Rp231.500,40",231500.4,,22941,,,231500.4
6592207,SNI20220408-136,8/4/2022,Print,SNI20220408-136,SNI-063,SNI-063,,,IDR,"Rp1.814.791,93",1814791.93,,179844,,,1814791.93
6592208,SNI20220408-137,8/4/2022,Print,SNI20220408-137,SNI-402,SNI-402,,,IDR,"Rp298.951,60",298951.6,,29626,,,298951.6
6592209,SNI20220408-138,8/4/2022,Print,SNI20220408-138,48478,SNI-557,,,IDR,"Rp2.177.952,95",2177952.95,,215834,,,2177952.95
6592210,SNI20220408-139,8/4/2022,Print,SNI20220408-139,17030,SNI-439,,,IDR,"Rp30.053.090,78",30053090.78,,2978236,,,30053090.78
6592211,SNI20220408-140,8/4/2022,Print,SNI20220408-140,9793,SNI-403,,,IDR,"Rp1.814.794,93",1814794.93,,179847,,,1814794.93
6592212,SNI20220408-141,8/4/2022,Print,SNI20220408-141,119200,SNI-050,,,IDR,"Rp1.814.793,93",1814793.93,,179846,,,1814793.93
6592696,SNI20220408-142,8/4/2022,Print,SNI20220408-142,SNI-401,SNI-401,,,IDR,"Rp262.037,16",262037.16,,25963,,,262037.16
6592423,SNI20220408-143,8/4/2022,Print,SNI20220408-143,SNI-142,SNI-142,,,IDR,"Rp910.589,63",910589.63,,90239,,,910589.63
6592697,SNI20220408-144,8/4/2022,Print,SNI20220408-144,SNI-400,SNI-400,,,IDR,"Rp534.230,76",534230.76,,52941,,,534230.76
6592698,SNI20220408-145,8/4/2022,Print,SNI20220408-145,125011,SNI-915,,,IDR,"Rp78.031,91",78031.91,,7733,,,78031.91
6592424,SNI20220408-146,8/4/2022,Print,SNI20220408-146,SNI-636,SNI-636,,,IDR,"Rp77.251,92",77251.92,,7656,,,77251.92
