cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693173,,14/2/2022,Print,SNI20220214-281,SNI-394,SNI20220214-281,,,IDR,"Rp1.227.689,60",1227689.6,,111608,,,1227689.6
6693174,,14/2/2022,Print,SNI20220214-282,SNI-148,SNI20220214-282,,,IDR,"Rp2.820.046,89",2820046.89,,256368,,,2820046.89
6693072,,9/2/2022,Print,SNI20220209-144,SNI-585,SNI20220209-144,,,IDR,"Rp119.988.467,33",119988467.3,,10908042,,,119988467.3
6693073,,9/2/2022,Print,SNI20220209-145,SNI-486,SNI20220209-145,,,IDR,"Rp133.273,18",133273.18,,12115,,,133273.18
6693074,,9/2/2022,Print,SNI20220209-146,SNI-293,SNI20220209-146,,,IDR,"Rp224.804,67",224804.67,,20436,,,224804.67
6693116,,10/2/2022,Print,SNI20220210-169,SNI-426,SNI20220210-169,,,IDR,"Rp54.509.779,90",54509779.9,,4955434,,,54509779.9
6693117,,10/2/2022,Print,SNI20220210-170,SNI-426,SNI20220210-170,,,IDR,"Rp11.766.389,24",11766389.24,,1069672,,,11766389.24
6693096,,10/2/2022,Print,SNI20220210-171,SNI-228,SNI20220210-171,,,IDR,"Rp269.739,42",269739.42,,24522,,,269739.42
6693122,,11/2/2022,Print,SNI20220211-194,SNI-325,SNI20220211-194,,,IDR,"Rp220.409,67",220409.67,,20038,,,220409.67
6693123,,11/2/2022,Print,SNI20220211-195,SNI-760,SNI20220211-195,,,IDR,"Rp10.901.953,14",10901953.14,,991084,,,10901953.14
6693124,,11/2/2022,Print,SNI20220211-196,SNI-153,SNI20220211-196,,,IDR,"Rp2.025.759,59",2025759.59,,184160,,,2025759.59
6693147,,12/2/2022,Print,SNI20220212-219,SNI-901,SNI20220212-219,,,IDR,"Rp224.802,67",224802.67,,20434,,,224802.67
6693148,,12/2/2022,Print,SNI20220212-220,SNI-902,SNI20220212-220,,,IDR,"Rp212.668,42",212668.42,,19333,,,212668.42
6693149,,12/2/2022,Print,SNI20220212-221,SNI-903,SNI20220212-221,,,IDR,"Rp455.630,75",455630.75,,41420,,,455630.75
