cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592699,SNI20220408-147,8/4/2022,Print,SNI20220408-147,SNI-362,SNI-362,,,IDR,"Rp106.717,86",106717.86,,10575,,,106717.86
6592425,SNI20220408-148,8/4/2022,Print,SNI20220408-148,SNI-359,SNI-359,,,IDR,"Rp317.587,63",317587.63,,31469,,,317587.63
6592426,SNI20220408-149,8/4/2022,Print,SNI20220408-149,51672,SNI-089,,,IDR,"Rp226.848,45",226848.45,,22478,,,226848.45
6592427,SNI20220408-150,8/4/2022,Print,SNI20220408-150,SNI-088,SNI-088,,,IDR,"Rp453.698,98",453698.98,,44962,,,453698.98
6592700,SNI20220408-151,8/4/2022,Print,SNI20220408-151,SNI-087,SNI-087,,,IDR,"Rp81.463,20",81463.2,,8072,,,81463.2
6592428,SNI20220408-152,8/4/2022,Print,SNI20220408-152,165704,SNI-884,,,IDR,"Rp3.279.125,05",3279125.05,,324959,,,3279125.05
6592429,SNI20220408-153,8/4/2022,Print,SNI20220408-153,SNI-795,SNI-795,,,IDR,"Rp5.628.733,29",5628733.29,,557804,,,5628733.29
6592430,SNI20220408-154,8/4/2022,Print,SNI20220408-154,SNI-199,SNI-199,,,IDR,"Rp310.567,13",310567.13,,30777,,,310567.13
6592431,SNI20220408-155,8/4/2022,Print,SNI20220408-155,117353,SNI-844,,,IDR,"Rp2.833.284,90",2833284.9,,280777,,,2833284.9
6592432,SNI20220408-156,8/4/2022,Print,SNI20220408-156,52913,SNI-091,,,IDR,"Rp621.159,95",621159.95,,61556,,,621159.95
6592433,SNI20220408-157,8/4/2022,Print,SNI20220408-157,SNI-431,SNI-431,,,IDR,"Rp5.374.861,57",5374861.57,,532644,,,5374861.57
6592434,SNI20220409-158,9/4/2022,Print,SNI20220409-158,SNI-309,SNI-309,,,IDR,"Rp181.478,36",181478.36,,17982,,,181478.36
6592435,SNI20220409-159,9/4/2022,Print,SNI20220409-159,138116,SNI-356,,,IDR,"Rp2.831.089,62",2831089.62,,280560,,,2831089.62
6592701,SNI20220409-160,9/4/2022,Print,SNI20220409-160,131746,SNI-228,,,IDR,"Rp317.554,44",317554.44,,31465,,,317554.44
6592702,SNI20220409-161,9/4/2022,Print,SNI20220409-161,160472,SNI-124,,,IDR,"Rp81.475,57",81475.57,,8074,,,81475.57
6592436,SNI20220409-162,9/4/2022,Print,SNI20220409-162,SNI-691,SNI-691,,,IDR,"Rp272.218,60",272218.6,,26977,,,272218.6
6592703,SNI20220409-163,9/4/2022,Print,SNI20220409-163,41194,SNI-588,,,IDR,"Rp127.228,22",127228.22,,12608,,,127228.22
6592704,SNI20220409-164,9/4/2022,Print,SNI20220409-164,SNI-600,SNI-600,,,IDR,"Rp101.100,00",101100,,10020,,,101100
6592705,SNI20220409-165,9/4/2022,Print,SNI20220409-165,115375,SNI-946,,,IDR,"Rp35.572,28",35572.28,,3524,,,35572.28
6592706,SNI20220409-166,9/4/2022,Print,SNI20220409-166,SNI-947,SNI-947,,,IDR,"Rp342.617,70",342617.7,,33952,,,342617.7
6592437,SNI20220409-167,9/4/2022,Print,SNI20220409-167,SNI-948,SNI-948,,,IDR,"Rp140.866,27",140866.27,,13959,,,140866.27
6592438,SNI20220409-168,9/4/2022,Print,SNI20220409-168,4569,SNI-949,,,IDR,"Rp871.274,63",871274.63,,86339,,,871274.63
