date,Transaction Type,transactionNumber,Display Name,internalIdVendor,Status By Today,memo,dueDate,Warehouse,locationId,Product Name,Reference Number,productCode,Description,qty,unit,unitPrice,rate,discountLine,Witholding Amount,Company Name,Tax Number,Taxable Amount per Line,Total per line,Discount Amount,Discount %,Tax Rate,taxRateId,Tax Amount,noPo,internLIdPO,amount,grossAmount,Status 
18/01/2022,Purchase Invoice,10030,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Mango 25g,,POP-0057,,189,Karton,190700,190318.6,0.20%,0,,,35970215.4,35970215.4,0,0,10,5,3597021.54,10013,6430610,35970215.4,39567236.94,10013
18/01/2022,Purchase Invoice,10030,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Mango 25g,,POP-0057,,7,Karton,190700,190318.6,0.20%,0,,,1332230.2,1332230.2,0,0,10,5,133223.02,10013,6430610,1332230.2,1465453.22,10013
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,817,Karton,190700,190318.6,0.20%,0,,,155490296.2,155490296.2,0,0,10,5,15549029.62,10014,6430611,155490296.2,171039325.8,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Vanilla Blue 25g,,POP-0061,,187,Karton,190700,190318.6,0.20%,0,,,35589578.2,35589578.2,0,0,10,5,3558957.82,10014,6430611,35589578.2,39148536.02,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Permen Karet 25g,,POP-0063,,42,Karton,190700,190318.6,0.20%,0,,,7993381.2,7993381.2,0,0,10,5,799338.12,10014,6430611,7993381.2,8792719.32,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Melon 25g,,POP-0056,,50,Karton,190700,190318.6,0.20%,0,,,9515930,9515930,0,0,10,5,951593,10014,6430611,9515930,10467523,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Mango 25g,,POP-0057,,70,Karton,190700,190318.6,0.20%,0,,,13322302,13322302,0,0,10,5,1332230.2,10014,6430611,13322302,14654532.2,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Strawberry 25g,,POP-0058,,124,Karton,190700,190318.6,0.20%,0,,,23599506.4,23599506.4,0,0,10,5,2359950.64,10014,6430611,23599506.4,25959457.04,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Coklat Biskuit 25g,,POP-0059,,87,Karton,190700,190318.6,0.20%,0,,,16557718.2,16557718.2,0,0,10,5,1655771.82,10014,6430611,16557718.2,18213490.02,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Vanilla Latte 25g,,POP-0071,,146,Karton,190700,190318.6,0.20%,0,,,27786515.6,27786515.6,0,0,10,5,2778651.56,10014,6430611,27786515.6,30565167.16,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Coklat Biskuit 25g,,POP-0059,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10014,6430611,11990071.8,13189078.98,10014
18/01/2022,Purchase Invoice,10031,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Avocado 25g,,POP-0055,,315,Karton,190700,190318.6,0.20%,0,,,59950359,59950359,0,0,10,5,5995035.9,10014,6430611,59950359,65945394.9,10014
18/01/2022,Purchase Invoice,10032,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Anget Sari Wedang Jahe 24g,,ASR-0002,,102,Karton,171700,171356.6,0.20%,0,,,17478373.2,17478373.2,0,0,10,5,1747837.32,10014,6430611,17478373.2,19226210.52,10014
18/01/2022,Purchase Invoice,10032,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Anget Sari Susu Jahe 25g,,ASR-0001,,50,Karton,178730,178372.54,0.20%,0,,,8918627,8918627,0,0,10,5,891862.7,10014,6430611,8918627,9810489.7,10014
18/01/2022,Purchase Invoice,10033,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Agarasa Vanilla 10g - Inner Box,,AGR-0006,,10,Karton,160780,160458.44,0.20%,0,,,1604584.4,1604584.4,0,0,10,5,160458.44,10014,6430611,1604584.4,1765042.84,10014
18/01/2022,Purchase Invoice,10034,PT Forisa Nusapersada,668,Paid,,18/01/2022,Sedati,14,**Pop Ice Thunder Choco Malt 25g,,POP-0052,,252,Karton,190700,190318.6,0.20%,0,,,47960287.2,47960287.2,0,0,10,5,4796028.72,10014,6430611,47960287.2,52756315.92,10014
25/01/2022,Purchase Invoice,10036,PT Forisa Nusapersada,668,Paid,,25/01/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,1260,Karton,190700,190318.6,0.20%,0,,,239801436,239801436,0,0,10,5,23980143.6,10015,6430612,239801436,263781579.6,10015
